VIDEO_ID	VIDEO_NAME	SENTENCE_ID	SENTENCE_NAME	START_REALIGNED	END_REALIGNED	SENTENCE
19f_ac2f2C8	19f_ac2f2C8-8-rgb_front	19f_ac2f2C8_15	19f_ac2f2C8_15-8-rgb_front	69.53	74.02	positive You'll have to have it redone again, so this is C.G, with Lips and More, and the greatest gift, is the gift of beauty.
19loES0r7_4	19loES0r7_4-8-rgb_front	19loES0r7_4_4	19loES0r7_4_4-8-rgb_front	27.02	33.84	neutral So - and if they're a little dirty you can clean them up... but you only have two eyes so you want to make sure you protect them.
19loES0r7_4	19loES0r7_4-8-rgb_front	19loES0r7_4_6	19loES0r7_4_6-8-rgb_front	51.48	55.57	positive Now these come in various types, this is just your basic dust mask.
1A25qZmkliU	1A25qZmkliU-8-rgb_front	1A25qZmkliU_16	1A25qZmkliU_16-8-rgb_front	105.49	107.97	neutral Okay, so notice there's a little piece of wire there.
1A368owTj0E	1A368owTj0E-3-rgb_front	1A368owTj0E_8	1A368owTj0E_8-3-rgb_front	46.76	58.12	neutral Allister's got a pretty good temperament and allows us to handle him and I'm able to file down the little bit of overgrowth that he has.
1A8BFSmdCoU	1A8BFSmdCoU-8-rgb_front	1A8BFSmdCoU_4	1A8BFSmdCoU_4-8-rgb_front	23.82	30.0	positive You can see that they have this beautiful color pattern and these shiny, overlapping, iridescent scales.
1AaO0RFu9j8	1AaO0RFu9j8-8-rgb_front	1AaO0RFu9j8_24	1AaO0RFu9j8_24-8-rgb_front	62.3	65.26	neutral Okay, well I'll go ahead, check on it, and see if they can get it out any faster.
1AtdCMxgF2Q	1AtdCMxgF2Q-8-rgb_front	1AtdCMxgF2Q_10	1AtdCMxgF2Q_10-8-rgb_front	40.35	42.08	neutral So, lean back into it just a little bit.
1B-uqjIDMKk	1B-uqjIDMKk-8-rgb_front	1B-uqjIDMKk_15	1B-uqjIDMKk_15-8-rgb_front	62.98	69.15	positive So increase your value so that you can get the best job, and the best salary for that job.
1B-uqjIDMKk	1B-uqjIDMKk-8-rgb_front	1B-uqjIDMKk_2	1B-uqjIDMKk_2-8-rgb_front	14.91	20.79	positive Well you want to be the strongest, fastest best candidate for any job that you apply for.
1B56XMJ-j1Q	1B56XMJ-j1Q-8-rgb_front	1B56XMJ-j1Q_12	1B56XMJ-j1Q_12-8-rgb_front	80.48	83.9	positive It's really important to come back down to the floor each and every time.
1CZBTc6jzCs	1CZBTc6jzCs-5-rgb_front	1CZBTc6jzCs_0	1CZBTc6jzCs_0-5-rgb_front	0.5	8.35	positive So moving from the A stance we move into the sumo stance, my favorite stance.
1CeaPJb3z-w	1CeaPJb3z-w-5-rgb_front	1CeaPJb3z-w_0	1CeaPJb3z-w_0-5-rgb_front	0.45	9.92	neutral OK, when you have your pattern cut out then we're going to just place it on top of the felt and cut around your pattern.
1CeaPJb3z-w	1CeaPJb3z-w-5-rgb_front	1CeaPJb3z-w_3	1CeaPJb3z-w_3-5-rgb_front	34.26	68.49	neutral OK, next we're going to cut out the beak and we're going to use some orange felt for the beak and you want to cut a strip about a half inch wide like this and fold it in half, and then round off the top like this.
1CeaPJb3z-w	1CeaPJb3z-w-5-rgb_front	1CeaPJb3z-w_4	1CeaPJb3z-w_4-5-rgb_front	68.49	108.65	neutral OK, so I have a strip of orange felt about a half in wide and I fold it in half and rounded the top and now I'm going to fold it again, and that's the beak, and we're going to place that right where the beak should be up in the head between the two pieces of yellow felt like this.
1D7QvuVvBpY	1D7QvuVvBpY-5-rgb_front	1D7QvuVvBpY_2	1D7QvuVvBpY_2-5-rgb_front	23.51	44.71	positive And Triangle Pose is a great posture to strengthen your legs, to lengthen your spine on either side, it's a two sided posture, a standing posture and it comes nicely after Warrior I, Warrior II and Lateral Angle.
1D7QvuVvBpY	1D7QvuVvBpY-5-rgb_front	1D7QvuVvBpY_7	1D7QvuVvBpY_7-5-rgb_front	79.47	81.13	positive The fabulous pose.
1DFNcceDcYY	1DFNcceDcYY-5-rgb_front	1DFNcceDcYY_1	1DFNcceDcYY_1-5-rgb_front	0.2	21.9	positive We're going to have another great Superbowl folks.
1DSsHgAToGY	1DSsHgAToGY-5-rgb_front	1DSsHgAToGY_16	1DSsHgAToGY_16-5-rgb_front	87.81	97.05	positive Now my favorite outfit is actually the dark wash with a white tank top and gold jewelry, that's my favorite outfit.
1DbTAwqof0M	1DbTAwqof0M-5-rgb_front	1DbTAwqof0M_8	1DbTAwqof0M_8-5-rgb_front	93.41	108.93	neutral OK, and just keep running your fingers through the hair to keep it untangled, and you'll just keep adding hair to it as we move along down the braid.
1Dd3HPlgDWw	1Dd3HPlgDWw-5-rgb_front	1Dd3HPlgDWw_16	1Dd3HPlgDWw_16-5-rgb_front	168.85	174.83	positive This is exactly what men should do before they begin to get up.
1DgRPcY65Mk	1DgRPcY65Mk-5-rgb_front	1DgRPcY65Mk_1	1DgRPcY65Mk_1-5-rgb_front	1.37	12.07	positive Today we're making cookie rounds, a wonderful holiday treat.
1DgRPcY65Mk	1DgRPcY65Mk-5-rgb_front	1DgRPcY65Mk_16	1DgRPcY65Mk_16-5-rgb_front	161.42	163.67	positive This is the one we just did.
1E1vnnehwdE	1E1vnnehwdE-5-rgb_front	1E1vnnehwdE_1	1E1vnnehwdE_1-5-rgb_front	6.97	14.79	positive These are great because what they do is they bring a brush and a blow dryer and put it into one unit.
1E1vnnehwdE	1E1vnnehwdE-5-rgb_front	1E1vnnehwdE_11	1E1vnnehwdE_11-5-rgb_front	102.95	107.27	positive And this is how you use your hot hair curl dryer.
1E70qW68aZw	1E70qW68aZw-5-rgb_front	1E70qW68aZw_25	1E70qW68aZw_25-5-rgb_front	222.9	227.55	positive There you have it, your simple lily.
1E70qW68aZw	1E70qW68aZw-5-rgb_front	1E70qW68aZw_3	1E70qW68aZw_3-5-rgb_front	16.6	17.86	positive And make it easy and we can run through this real quick.
1EEgqE9W4k8	1EEgqE9W4k8-3-rgb_front	1EEgqE9W4k8_13	1EEgqE9W4k8_13-3-rgb_front	68.1	77.31	positive The last thing we recommend, after you try a move, go ahead and put on your favorite song and rock out.
1EV7AT_lBno	1EV7AT_lBno-5-rgb_front	1EV7AT_lBno_23	1EV7AT_lBno_23-5-rgb_front	149.71	161.31	positive Now men, the most important thing you need to remember as you're holding your partner's waist, ready, one two, don't bend forward and lift her up with your back, because she's not going anywhere.
1EY3NXNHHhc	1EY3NXNHHhc-5-rgb_front	1EY3NXNHHhc_13	1EY3NXNHHhc_13-5-rgb_front	95.03	112.36	positive Deep breath in and exhale and again, using your breath and your obliques and you can use the opposite hand to assist, bringing both legs back to center.
1EeikJuDNao	1EeikJuDNao-5-rgb_front	1EeikJuDNao_1	1EeikJuDNao_1-5-rgb_front	4.85	14.34	neutral Okay now I am going to show you the materials that you need to assemble to make this project.
1F1WadkaAcI	1F1WadkaAcI-5-rgb_front	1F1WadkaAcI_17	1F1WadkaAcI_17-5-rgb_front	76.24	78.74	neutral Okay, is it ever kept as a pet?
1F1WadkaAcI	1F1WadkaAcI-5-rgb_front	1F1WadkaAcI_5	1F1WadkaAcI_5-5-rgb_front	42.86	49.02	neutral Okay, you usually start off by asking general questions that'll help you narrow it down.
1F1WadkaAcI	1F1WadkaAcI-5-rgb_front	1F1WadkaAcI_9	1F1WadkaAcI_9-5-rgb_front	57.61	59.74	neutral Okay, is it bigger than a breadbox?
1FClPh-OBvw	1FClPh-OBvw-5-rgb_front	1FClPh-OBvw_1	1FClPh-OBvw_1-5-rgb_front	15.55	25.4	neutral Okay, some of the accessories that come with a bi-fold door, of course, are the handle.
1GOCWKAvuH8	1GOCWKAvuH8-5-rgb_front	1GOCWKAvuH8_7	1GOCWKAvuH8_7-5-rgb_front	54.64	62.74	positive Now, we're using a fine grind right now which is great for us because we're pulling these great shots of espresso.
1GwUsiOFCHI	1GwUsiOFCHI-5-rgb_front	1GwUsiOFCHI_4	1GwUsiOFCHI_4-5-rgb_front	59.64	66.61	neutral Now we've pretty much tinned our wire, we'll do a little bit more there, yeah, okay.
1GyeOHDF49k	1GyeOHDF49k-5-rgb_front	1GyeOHDF49k_3	1GyeOHDF49k_3-5-rgb_front	7.67	27.9	positive My favorites are Parakeet.
1HVI7U22egg	1HVI7U22egg-5-rgb_front	1HVI7U22egg_15	1HVI7U22egg_15-5-rgb_front	93.91	95.14	positive It tastes amazing.
1I3VIBe5aeE	1I3VIBe5aeE-5-rgb_front	1I3VIBe5aeE_9	1I3VIBe5aeE_9-5-rgb_front	82.74	84.66	positive Five, six, seven, eight.
1I6c2InPr0A	1I6c2InPr0A-5-rgb_front	1I6c2InPr0A_10	1I6c2InPr0A_10-5-rgb_front	62.5	63.05	neutral That's okay.
1IHiA_6XXrI	1IHiA_6XXrI-5-rgb_front	1IHiA_6XXrI_24	1IHiA_6XXrI_24-5-rgb_front	177.0	179.34	positive Tank top, baggy pants.
1IKGxa-7JfI	1IKGxa-7JfI-5-rgb_front	1IKGxa-7JfI_10	1IKGxa-7JfI_10-5-rgb_front	75.03	79.07	neutral Okay, now that we have the binding all pinned on we're going to go ahead and attach it.
1IKGxa-7JfI	1IKGxa-7JfI-5-rgb_front	1IKGxa-7JfI_19	1IKGxa-7JfI_19-5-rgb_front	153.39	175.09	neutral Okay, once we have the first edge completed we're going to pin the binding on the second edge the exact same way only we're going to wrap it around the edge and pin it so that it goes around the edge on both ends and then we're ready to sew the second side on.
1IzJ7lr9J6E	1IzJ7lr9J6E-3-rgb_front	1IzJ7lr9J6E_5	1IzJ7lr9J6E_5-3-rgb_front	32.99	41.89	neutral Okay as you can see here, I have my floor jack cup placed on the lower shock mounting bracket.
1J3UAD2lU-g	1J3UAD2lU-g-5-rgb_front	1J3UAD2lU-g_6	1J3UAD2lU-g_6-5-rgb_front	95.57	97.15	positive And position it on top.
1KKlZKlWdTM	1KKlZKlWdTM-5-rgb_front	1KKlZKlWdTM_0	1KKlZKlWdTM_0-5-rgb_front	0.12	6.65	neutral Okay, so we've completed this look, the bronze goddess and she looks pretty bronze.
1KKlZKlWdTM	1KKlZKlWdTM-5-rgb_front	1KKlZKlWdTM_20	1KKlZKlWdTM_20-5-rgb_front	137.69	143.23	neutral My blush and bronzer doesn't stay very well on me, so sometimes I like to bring it with me and bring a little travel brush.
1KTyhaoXjBE	1KTyhaoXjBE-5-rgb_front	1KTyhaoXjBE_11	1KTyhaoXjBE_11-5-rgb_front	69.02	70.91	neutral Okay, we're going to take the pin bones out of this filet as well.
1KTyhaoXjBE	1KTyhaoXjBE-5-rgb_front	1KTyhaoXjBE_14	1KTyhaoXjBE_14-5-rgb_front	82.44	88.73	positive And you want to cut right along the edge of the bones, the best you can, without losing any yield, wasting any flesh.
1KWcAgqPvEw	1KWcAgqPvEw-5-rgb_front	1KWcAgqPvEw_4	1KWcAgqPvEw_4-5-rgb_front	19.08	25.94	positive And, this is what I want to show you how to work on next is this top placket piece.
1KWcAgqPvEw	1KWcAgqPvEw-5-rgb_front	1KWcAgqPvEw_7	1KWcAgqPvEw_7-5-rgb_front	37.52	103.67	neutral And, this one's a little bit off just because it's not as well made.
1LaWSGs87gA	1LaWSGs87gA-5-rgb_front	1LaWSGs87gA_2	1LaWSGs87gA_2-5-rgb_front	22.71	27.36	positive My name is Sylvia Russell and this is how you can choose the best make-up colors.
1LaWSGs87gA	1LaWSGs87gA-5-rgb_front	1LaWSGs87gA_9	1LaWSGs87gA_9-5-rgb_front	71.79	86.34	neutral We use a nice, peachy color on the cheeks, nothing too red, and a very nice color, almost the same color as her lips, just to give her a little extra pop.
1MQCIqeTLk0	1MQCIqeTLk0-5-rgb_front	1MQCIqeTLk0_2	1MQCIqeTLk0_2-5-rgb_front	44.8	113.09	neutral Alright we are going to take our cinnamon rice, the liquid has absorbed so we'll plate this on and it should be just a little bit sticky with the sugar that we added and we'll give our vegetables one last stir so I'm going to put these kind of in layers so that we get some of the broccoli and then with the mushrooms and the celery over them and then some bright green broccoli on that and if you have any of that juice left you are going to want to dribble that right over the top of your broccoli.
1Mqg8dDpuIs	1Mqg8dDpuIs-8-rgb_front	1Mqg8dDpuIs_0	1Mqg8dDpuIs_0-8-rgb_front	0.63	9.61	neutral Ok, we're right around the green, but you've hit a shot, and now we've landed in this thick grass.
1NDBxRcroFc	1NDBxRcroFc-5-rgb_front	1NDBxRcroFc_5	1NDBxRcroFc_5-5-rgb_front	106.5	107.99	positive This is a big one.
1OJx7Vfnr6w	1OJx7Vfnr6w-8-rgb_front	1OJx7Vfnr6w_3	1OJx7Vfnr6w_3-8-rgb_front	14.18	17.3	neutral So this time we have three heels, okay.
1OJx7Vfnr6w	1OJx7Vfnr6w-8-rgb_front	1OJx7Vfnr6w_9	1OJx7Vfnr6w_9-8-rgb_front	64.9	70.12	positive And a one, two, three, four, five, six, seven, eight, awesome.
1OxarI6IjP4	1OxarI6IjP4-8-rgb_front	1OxarI6IjP4_0	1OxarI6IjP4_0-8-rgb_front	0.57	9.77	neutral OK, now we're going to be using the seven iron, which is, this one is thirty six degree loft, which means you can see that it's angles pretty substantially still.
1P0nCPuAqQU	1P0nCPuAqQU-8-rgb_front	1P0nCPuAqQU_0	1P0nCPuAqQU_0-8-rgb_front	1.23	17.11	neutral Okay, so now that we have our disc we are going to take it back out of the kiln and light up our torch and get it hot again and then I am going to take the parallel mashers here and we are going to try to mash it flat.
1P0nCPuAqQU	1P0nCPuAqQU-8-rgb_front	1P0nCPuAqQU_2	1P0nCPuAqQU_2-8-rgb_front	44.27	49.31	neutral Alright so we have got this pretty hot and now I am going to smash it down, kind of shape it here.
1P6n7Tv8oco	1P6n7Tv8oco-8-rgb_front	1P6n7Tv8oco_0	1P6n7Tv8oco_0-8-rgb_front	1.85	3.89	positive Hey welcome to my studio everybody.
1P6n7Tv8oco	1P6n7Tv8oco-8-rgb_front	1P6n7Tv8oco_24	1P6n7Tv8oco_24-8-rgb_front	121.97	122.92	positive Thank you guys so much.
1P6n7Tv8oco	1P6n7Tv8oco-8-rgb_front	1P6n7Tv8oco_7	1P6n7Tv8oco_7-8-rgb_front	41.07	44.18	neutral Okay you can go from there and illustrate that.
1PhHBWErK9Q	1PhHBWErK9Q-8-rgb_front	1PhHBWErK9Q_30	1PhHBWErK9Q_30-8-rgb_front	118.24	120.53	positive Always keeping in mind, your nine separate framing boxes.
1PwvyT44-uE	1PwvyT44-uE-8-rgb_front	1PwvyT44-uE_19	1PwvyT44-uE_19-8-rgb_front	176.24	176.49	neutral Okay.
1Q1BxWGurrA	1Q1BxWGurrA-8-rgb_front	1Q1BxWGurrA_12	1Q1BxWGurrA_12-8-rgb_front	61.86	64.03	negative Wrong plant; wrong place.
1QEuGAGkxjg	1QEuGAGkxjg-5-rgb_front	1QEuGAGkxjg_4	1QEuGAGkxjg_4-5-rgb_front	37.63	41.12	positive Those are great things to store your tea in.
1QIHG8XLXHg	1QIHG8XLXHg-5-rgb_front	1QIHG8XLXHg_0	1QIHG8XLXHg_0-5-rgb_front	0.38	8.86	neutral Okay, the toss, the purpose of the toss is to get the ball in good position so you can hit the serve.
1QT8l93Llx8	1QT8l93Llx8-5-rgb_front	1QT8l93Llx8_12	1QT8l93Llx8_12-5-rgb_front	100.76	102.05	positive And we're making a huge impact.
1QcVn72JzLw	1QcVn72JzLw-5-rgb_front	1QcVn72JzLw_6	1QcVn72JzLw_6-5-rgb_front	41.87	46.44	positive Just what ever it takes to give it the plant look that it really deserves.
1QeMNh_DAqo	1QeMNh_DAqo-5-rgb_front	1QeMNh_DAqo_30	1QeMNh_DAqo_30-5-rgb_front	186.87	190.54	positive And I'm going to name it Eternal Hero.
1QeMNh_DAqo	1QeMNh_DAqo-5-rgb_front	1QeMNh_DAqo_5	1QeMNh_DAqo_5-5-rgb_front	37.95	42.07	positive I love these tall slender pieces that I do.
1QeMNh_DAqo	1QeMNh_DAqo-5-rgb_front	1QeMNh_DAqo_8	1QeMNh_DAqo_8-5-rgb_front	54.03	61.57	positive And I love working with wood also because it's just so organic.
1REXebJzhBs	1REXebJzhBs-5-rgb_front	1REXebJzhBs_0	1REXebJzhBs_0-5-rgb_front	0.72	3.4	neutral Okay, how to identify cardiac arrest.
1RKltss46fg	1RKltss46fg-5-rgb_front	1RKltss46fg_6	1RKltss46fg_6-5-rgb_front	22.6	25.23	neutral Okay maybe not quite that extreme but close.
1Rvc-TbUBJ0	1Rvc-TbUBJ0-5-rgb_front	1Rvc-TbUBJ0_17	1Rvc-TbUBJ0_17-5-rgb_front	131.44	137.71	positive And just as safe as you do again with the other brake pad, and it's secure.
1Rvc-TbUBJ0	1Rvc-TbUBJ0-5-rgb_front	1Rvc-TbUBJ0_8	1Rvc-TbUBJ0_8-5-rgb_front	41.24	43.27	positive This is my inboard one.
1S1JzjPJGp0	1S1JzjPJGp0-5-rgb_front	1S1JzjPJGp0_1	1S1JzjPJGp0_1-5-rgb_front	6.13	13.44	positive Over the year and since the fashion is just become an essential for our day to day life.
1SMnc4uRVLo	1SMnc4uRVLo-5-rgb_front	1SMnc4uRVLo_3	1SMnc4uRVLo_3-5-rgb_front	22.16	35.42	positive I assure you with 100% of my heart, soul and being that this is a freshly produced unadulterated urine sample of my own creation.
1SPQ72XcQ6U	1SPQ72XcQ6U-5-rgb_front	1SPQ72XcQ6U_6	1SPQ72XcQ6U_6-5-rgb_front	47.51	57.44	neutral This is okay it can still be a little creepy and a little bit of fun and not every single room in your haunted house has to be super freaky.
1SkWAa61esQ	1SkWAa61esQ-5-rgb_front	1SkWAa61esQ_0	1SkWAa61esQ_0-5-rgb_front	0.18	9.03	neutral Okay the next step that we're going to do is we've used the different parts of the nebulizer and we're going to do a cleaning.
1SmCdI9u3Sg	1SmCdI9u3Sg-5-rgb_front	1SmCdI9u3Sg_7	1SmCdI9u3Sg_7-5-rgb_front	77.71	96.01	positive Again we initiate the inhale from the tip of the tail bone, lift the tail bone up, flow through the spine, at the end of her inhale she will lift her head and maintain, exhale, drops the tail bone, flow through the spine articulating every vertebra chin to chest, continue to flow the length of your breath.
1T7lJGCShG0	1T7lJGCShG0-5-rgb_front	1T7lJGCShG0_27	1T7lJGCShG0_27-5-rgb_front	203.16	206.8	positive It just makes everything look so much smoother and nicer.
1TB2EBT2WQI	1TB2EBT2WQI-5-rgb_front	1TB2EBT2WQI_2	1TB2EBT2WQI_2-5-rgb_front	21.45	34.97	positive Over in this pot we have finished our quick and easy Spanish style chicken and sausage and see how it has got this nice sauce dripping down and the peas are still green and everything.
1TU3WpD2Oj0	1TU3WpD2Oj0-5-rgb_front	1TU3WpD2Oj0_12	1TU3WpD2Oj0_12-5-rgb_front	107.38	126.53	neutral So, we'll put a line around the border, around the base of the boat and it won't just be one line we'll actually fill in some other colors to make it stand out a little more.
1Th9xt0UCkE	1Th9xt0UCkE-5-rgb_front	1Th9xt0UCkE_3	1Th9xt0UCkE_3-5-rgb_front	40.86	72.37	positive Sitting up nice and tall again on the edge of your chair and let's reach back, holding on to that back of the chair and we are squeezing our shoulder blades towards each other and allowing the front of the chest to open up and getting a nice stretch and we will just focus on holding that pose and breathing and then releasing.
1Tix6cnQko4	1Tix6cnQko4-5-rgb_front	1Tix6cnQko4_8	1Tix6cnQko4_8-5-rgb_front	43.8	49.83	neutral So we're going to be going down and both knees are going to bend the same amount, okay.
1Ty3qyrcp-I	1Ty3qyrcp-I-5-rgb_front	1Ty3qyrcp-I_13	1Ty3qyrcp-I_13-5-rgb_front	87.27	100.89	neutral Okay, we're going to just crumple it up into a little ball and just start to fill our area.
1Ty3qyrcp-I	1Ty3qyrcp-I-5-rgb_front	1Ty3qyrcp-I_24	1Ty3qyrcp-I_24-5-rgb_front	143.76	144.17	neutral Okay.
1UB3Hyum1m4	1UB3Hyum1m4-5-rgb_front	1UB3Hyum1m4_9	1UB3Hyum1m4_9-5-rgb_front	64.79	73.25	positive When you want to cut your mat down to size, we have a Stanley knife; the best that you want to use.
1UG52nvLLVA	1UG52nvLLVA-5-rgb_front	1UG52nvLLVA_29	1UG52nvLLVA_29-5-rgb_front	112.95	114.05	positive Beautiful.
1UG52nvLLVA	1UG52nvLLVA-5-rgb_front	1UG52nvLLVA_2_3	1UG52nvLLVA_2_3-5-rgb_front	10.99	21.82	neutral Ok. First and most important thing about Headstand is you start and you end in Child Pose. The last thing you want to do is kind of throw the blood up to the brain and then just kind of throw it back out.
1UG52nvLLVA	1UG52nvLLVA-5-rgb_front	1UG52nvLLVA_33	1UG52nvLLVA_33-5-rgb_front	126.65	129.41	positive And you get a beautiful Headstand.
1UG52nvLLVA	1UG52nvLLVA-5-rgb_front	1UG52nvLLVA_9	1UG52nvLLVA_9-5-rgb_front	56.7	58.37	positive Very important.
1UPmMYcFIWM	1UPmMYcFIWM-5-rgb_front	1UPmMYcFIWM_2	1UPmMYcFIWM_2-5-rgb_front	11.8	17.42	neutral Okay we are going to start with repairing a combination break.
1UvJ0mvrOPw	1UvJ0mvrOPw-5-rgb_front	1UvJ0mvrOPw_0	1UvJ0mvrOPw_0-5-rgb_front	0.2	2.97	positive Our super hero's starting to really shape up.
1UvxqsvKq3o	1UvxqsvKq3o-5-rgb_front	1UvxqsvKq3o_16	1UvxqsvKq3o_16-5-rgb_front	126.62	138.99	neutral Okay, grab some more hair, add it to the bottom one, switch sides, put that one in your hand.
1UvxqsvKq3o	1UvxqsvKq3o-5-rgb_front	1UvxqsvKq3o_19	1UvxqsvKq3o_19-5-rgb_front	147.43	149.82	neutral Okay, what am I going to do next?
1UvxqsvKq3o	1UvxqsvKq3o-5-rgb_front	1UvxqsvKq3o_4	1UvxqsvKq3o_4-5-rgb_front	26.46	50.06	neutral Okay, so I have, I'm still doing the same technique, I'm doing a crossover like that but while you were away I kind of switched my hands a little bit, there's other techniques that I won't show you right now, but, alright, so my hand is holding my middle finger, my pointer finger is holding the bottom one.
1VHODMDPRbo	1VHODMDPRbo-5-rgb_front	1VHODMDPRbo_11	1VHODMDPRbo_11-5-rgb_front	57.85	65.04	positive I'm spending my dollars, I'm spending my hours finding you your perfect home.
1VHODMDPRbo	1VHODMDPRbo-5-rgb_front	1VHODMDPRbo_2	1VHODMDPRbo_2-5-rgb_front	10.95	16.76	neutral Okay, now I'm going to talk about the exclusive buyer/broker agreement.
1Vofqi_ZdaU	1Vofqi_ZdaU-5-rgb_front	1Vofqi_ZdaU_7	1Vofqi_ZdaU_7-5-rgb_front	92.35	97.7	positive And whenever you want to cut herbs this is the quickest and quietest way to do so.
1Vq_uqeckF8	1Vq_uqeckF8-8-rgb_front	1Vq_uqeckF8_0	1Vq_uqeckF8_0-8-rgb_front	0.12	4.38	neutral Okay, in this clip, we're going to, I'm going to show you how to portion the fish.
1Vq_uqeckF8	1Vq_uqeckF8-8-rgb_front	1Vq_uqeckF8_18	1Vq_uqeckF8_18-8-rgb_front	67.11	67.56	neutral Okay.
1Vq_uqeckF8	1Vq_uqeckF8-8-rgb_front	1Vq_uqeckF8_5	1Vq_uqeckF8_5-8-rgb_front	8.93	11.65	negative One person won't be served this much fish.
1Vq_uqeckF8	1Vq_uqeckF8-8-rgb_front	1Vq_uqeckF8_8	1Vq_uqeckF8_8-8-rgb_front	19.52	24.18	neutral Okay, the fish is not even as far as thickness.
1W4YokNwUtY	1W4YokNwUtY-5-rgb_front	1W4YokNwUtY_5	1W4YokNwUtY_5-5-rgb_front	39.62	43.63	neutral Okay, your knees are going to be slightly bent as you do that.
1WZGAIBhaPs	1WZGAIBhaPs-5-rgb_front	1WZGAIBhaPs_0	1WZGAIBhaPs_0-5-rgb_front	0.69	4.96	neutral Okay, so the last exercise I'm going to show you is for the lower back.
1XVFT7Xyk00	1XVFT7Xyk00-5-rgb_front	1XVFT7Xyk00_0	1XVFT7Xyk00_0-5-rgb_front	0.41	28.77	positive A really great way to get a good back stretch as well as to get a chest opener is with an easy seated pose with a fish pose so Gina and I are just going to come back to back and we are just going to sit in an easy seated pose.
1XVcFJ97QQs	1XVcFJ97QQs-8-rgb_front	1XVcFJ97QQs_5	1XVcFJ97QQs_5-8-rgb_front	44.77	51.51	neutral Okay, once you get the first half inch crease in, you're going to go back to the top, you should always press in the same direction.
1XoT1-gzWfg	1XoT1-gzWfg-8-rgb_front	1XoT1-gzWfg_19	1XoT1-gzWfg_19-8-rgb_front	86.18	90.82	positive Some of the greatest comedians that we've had never made it past high school.
1XzuqBmJxK4	1XzuqBmJxK4-8-rgb_front	1XzuqBmJxK4_11	1XzuqBmJxK4_11-8-rgb_front	100.71	109.56	neutral OK, so that's the artistic form, and now kind of an extension of that would be ornate, very ornate kind of person.
1XzuqBmJxK4	1XzuqBmJxK4-8-rgb_front	1XzuqBmJxK4_1_2	1XzuqBmJxK4_1_2-8-rgb_front	0.23	19.63	neutral OK. And now here's a writing which is someone who maybe is a little confused. And again, I'm going to try and do it, but this is someone who is kind of disorderly.
1XzuqBmJxK4	1XzuqBmJxK4-8-rgb_front	1XzuqBmJxK4_5	1XzuqBmJxK4_5-8-rgb_front	29.08	32.71	neutral OK, so that's what we call irregular.
1XzuqBmJxK4	1XzuqBmJxK4-8-rgb_front	1XzuqBmJxK4_9	1XzuqBmJxK4_9-8-rgb_front	68.28	96.02	neutral OK, and now we have a form that we call artistic or creative, and this is where they tend to kind of throw in little curly q's, like if they were saying, I am trying, they might go a little circle for the dot, as you can see this g, which looks a bit like an eight, that's a sign of artistic also.
1YAa5_d-zg0	1YAa5_d-zg0-8-rgb_front	1YAa5_d-zg0_0	1YAa5_d-zg0_0-8-rgb_front	0.49	10.26	neutral Okay, in this clip we're going to be drawing hair on our queen, and what we'll do is we'll start kind of like right along the edges here, and she, her hair is going to be very interesting.
1YeCndpqV50	1YeCndpqV50-8-rgb_front	1YeCndpqV50_7	1YeCndpqV50_7-8-rgb_front	59.02	66.36	negative Now, this damage will take the creature to zero life then this creature will be destroyed and will be removed from the game.
1YnA7Iv3oJ8	1YnA7Iv3oJ8-8-rgb_front	1YnA7Iv3oJ8_22	1YnA7Iv3oJ8_22-8-rgb_front	120.35	126.94	neutral So, because this is measuring 1.5, that means this battery is still okay and it will still work for a little while.
1Yp-xuljnDM	1Yp-xuljnDM-8-rgb_front	1Yp-xuljnDM_24	1Yp-xuljnDM_24-8-rgb_front	66.53	67.05	positive Perfect.
1Z4f7kN6yWY	1Z4f7kN6yWY-8-rgb_front	1Z4f7kN6yWY_17	1Z4f7kN6yWY_17-8-rgb_front	139.66	150.32	neutral Okay so now I've pushed the top part down onto the bottom part, the slip is there, I might want to take some extra slip afterwards and just simply go around the edge there.
1Z4f7kN6yWY	1Z4f7kN6yWY-8-rgb_front	1Z4f7kN6yWY_21	1Z4f7kN6yWY_21-8-rgb_front	172.35	180.96	neutral Okay, so as you can see we have now completed the throwing and assembly of our two part vase.
1Z4f7kN6yWY	1Z4f7kN6yWY-8-rgb_front	1Z4f7kN6yWY_3	1Z4f7kN6yWY_3-8-rgb_front	30.56	36.81	neutral Okay, so now I've completed slipping my pot and as you can see I have a nice thick layer on the top and the bottom.
1ZU0GLcgAjQ	1ZU0GLcgAjQ-8-rgb_front	1ZU0GLcgAjQ_1	1ZU0GLcgAjQ_1-8-rgb_front	6.65	13.53	positive Now one of the best types of strobe lighting I like to use for tabletop photography is a nice couple of big soft boxes.
1ZWGv-_yKrU	1ZWGv-_yKrU-8-rgb_front	1ZWGv-_yKrU_2	1ZWGv-_yKrU_2-8-rgb_front	19.55	20.48	negative This is no good.
1ZwEJcdFUSM	1ZwEJcdFUSM-8-rgb_front	1ZwEJcdFUSM_8	1ZwEJcdFUSM_8-8-rgb_front	38.19	38.47	neutral Okay.
1_7KwjlgBVw	1_7KwjlgBVw-8-rgb_front	1_7KwjlgBVw_2	1_7KwjlgBVw_2-8-rgb_front	23.62	28.75	positive And from this position, just hold that position and breathe.
